RegulatoryOperators;COMPLYING WITH;2
Operators;FOR THE PURPOSE OF;1
Operators;ON THE OTHER HAND;3
Operators;AS A RESULT OF;1
Operators;IN THE CASE OF;3
Operators;TAKE INTO CONSIDERATION;2
Operators;IN ACCORDANCE WITH;24
Operators;IN CONNECTION WITH;1
Operators;IN ADDITION TO;1
Operators;WITH REGARD TO;9
Operators;BY VIRTUE OF;2
Operators;IN ANY CASE;1
Operators;IN ORDER TO;17
Operators;AS LONG AS;2
Operators;AS WELL AS;21
Operators;IN VIEW OF;1
Operators;APPLICABLE TO;1
Operators;IN PARTICULAR;18
Operators;PROVIDED THAT;1
Operators;REGARDLESS OF;1
Operators;TOGETHER WITH;1
Operators;FOR INSTANCE;2
Operators;EVEN THOUGH;1
Operators;FOR EXAMPLE;7
Operators;RELATING TO;3
Operators;TO CONCLUDE;2
Operators;BECAUSE OF;1
Operators;GIVEN THAT;1
Operators;SUBJECT TO;16
Operators;AT LEAST;2
Operators;BUT ALSO;1
Operators;NOT ONLY;4
Operators;EVEN IF;1
Operators;IN CASE;1
Operators;IN THAT;3
Operators;SUCH AS;17
Operators;THAT IS;4
Operators;DUE TO;7
Operators;IN ALL;1
Operands;EUROPEAN SYSTEMIC RISK BOARD ESRB;1
Operands;EUROPEAN BANKING AUTHORITY EBA;1
Operands;AND CREDIT RATING AGENCIES;1
Operands;EUROPEAN CENTRAL BANK ECB;1
Operands;TREATY ON EUROPEAN UNION;2
Operands;FINANCIAL STABILITY BOARD;1
Operands;AND FINANCIAL STABILITY;1
Operands;EXCHANGE OF INFORMATION;3
Operands;CONFLICTS OF INTEREST;3
Operands;OF PAYMENT SYSTEMS;3
Operands;EUROPEAN UNION EU;1
Operands;CENTRAL BANKS AS;1
Operands;FINANCIAL STATEMENTS;2
Operands;ALGORITHMIC TRADING;1
Operands;COMPETENT AUTHORITY;9
Operands;EUROPEAN COMMISSION;1
Operands;FINANCIAL STABILITY;6
Operands;INVESTMENT SERVICES;1
Operands;MUTUAL RECOGNITION;4
Operands;AVOID DUPLICATION;2
Operands;CRISIS MANAGEMENT;2
Operands;FINANCIAL MARKETS;4
Operands;FINANCIAL SYSTEMS;1
Operands;MARKET EFFICIENCY;1
Operands;FINANCIAL CRISIS;2
Operands;INVESTMENT FIRMS;2
Operands;MARKET INTEGRITY;2
Operands;MARKET STRUCTURE;1
Operands;OPERATIONAL RISK;6
Operands;PAYMENT SERVICES;6
Operands;SUPERVISORY ROLE;1
Operands;CLOUD COMPUTING;9
Operands;INTERNAL MARKET;8
Operands;RESPONSIBLE FOR;2
Operands;RISK MANAGEMENT;30
Operands;SYSTEMIC IMPACT;2
Operands;AND COMPLEXITY;6
Operands;AND REGULATION;6
Operands;EUROPEAN UNION;29
Operands;LIQUIDITY RISK;1
Operands;LIQUIDITY RUNS;1
Operands;TRADING VENUES;2
Operands;CENTRAL BANKS;1
Operands;REGULATION OF;1
Operands;SYSTEMIC RISK;2
Operands;CENTRAL BANK;2
Operands;EMERGENCE OF;1
Operands;FREQUENCY OF;1
